,BikeTypeCat,AgeBandCat,IncomeBandCat,MaritalStatusCat,GenderCat,ChildrenAtHomeCat,CountryRegionCodeCat,HouseOwnerFlagCat,EducationCat,OccupationCat,CommuteDistanceCat
2670,0,3,1,1,1,0,0,0,0,3,2
2671,0,2,0,0,1,1,4,1,0,4,1
2672,1,3,0,1,1,0,3,0,2,2,1
2673,1,3,0,0,1,0,4,1,3,2,0
2674,1,3,0,0,0,1,2,1,3,2,1
2675,1,5,1,0,1,1,5,0,2,3,3
2676,1,3,1,0,1,1,1,1,0,4,3
2677,1,5,1,0,1,1,2,0,4,4,4
2678,1,2,1,0,0,1,5,1,3,3,3
2679,1,5,1,1,0,0,5,1,1,1,2
2680,0,2,1,0,1,1,5,1,0,4,3
2681,1,2,2,1,0,1,0,1,2,1,2
2682,1,2,0,1,0,0,4,0,3,0,0
2683,1,4,0,1,0,1,3,1,3,0,0
2684,1,3,0,1,0,1,4,1,3,0,1
2685,1,3,2,0,0,1,2,1,4,3,4
2686,1,2,1,0,1,0,5,0,3,4,0
2687,1,2,1,1,0,0,5,0,3,4,1
2688,1,5,1,1,0,1,5,1,3,3,2
2689,1,5,1,1,0,1,5,1,3,3,2
2690,1,3,1,0,1,1,5,1,3,3,3
2691,1,2,0,1,0,0,4,0,1,4,1
2692,0,3,1,0,0,1,5,1,1,4,0
2693,0,2,1,1,0,0,0,0,0,3,2
2694,1,3,1,0,1,1,0,0,1,1,0
2695,1,3,0,1,1,1,4,1,2,2,0
2696,1,2,1,0,1,0,1,1,1,3,3
2697,1,3,0,1,1,0,1,0,3,0,1
2698,1,2,0,0,0,1,4,1,0,4,1
2699,1,3,0,1,1,0,4,1,2,2,3
2700,1,4,1,0,1,0,5,1,4,4,4
2701,0,2,0,0,1,1,5,1,0,4,3
2702,1,2,0,0,0,0,5,1,2,4,4
2703,1,3,1,1,0,0,5,0,0,1,1
2704,1,5,0,0,0,0,0,1,0,1,0
2705,0,2,1,0,1,0,0,1,0,3,2
2706,1,2,0,0,1,0,3,1,4,2,0
2707,1,5,1,0,1,0,5,1,0,1,3
2708,1,2,0,0,1,0,3,1,0,0,0
2709,1,5,2,1,0,1,5,1,1,1,3
2710,1,4,2,0,0,1,5,1,0,1,3
2711,1,4,1,0,1,0,5,1,4,4,4
2712,1,5,1,0,1,0,5,1,0,1,2
2713,1,3,1,1,0,0,5,1,1,4,1
2714,0,3,0,1,0,1,3,1,3,2,3
2715,1,4,1,0,0,1,5,0,3,3,3
2716,1,3,2,1,1,1,5,1,0,1,3
2717,1,2,2,0,1,1,5,1,3,3,4
2718,1,4,1,1,0,1,5,1,2,3,4
2719,0,3,1,1,0,0,0,0,0,3,2
2720,1,5,1,0,0,1,5,1,0,1,2
2721,1,2,0,0,1,1,4,1,0,4,0
2722,1,4,0,0,1,0,4,1,3,2,0
2723,0,4,1,0,0,0,1,0,2,3,1
2724,1,4,0,1,0,0,0,1,0,1,4
2725,1,2,2,1,0,1,0,1,3,1,2
2726,0,2,0,1,0,0,0,0,3,2,0
2727,1,3,2,1,0,0,0,0,1,1,1
2728,0,3,0,0,0,0,3,1,1,0,0
2729,1,3,0,0,0,1,4,1,0,4,0
2730,1,2,0,0,1,1,2,1,3,0,1
2731,1,4,1,1,0,1,5,1,2,3,2
2732,1,4,1,1,0,0,1,0,1,3,0
2733,0,3,1,0,0,0,5,1,1,3,3
2734,1,2,1,0,1,0,0,1,0,3,2
2735,0,3,1,1,0,0,0,1,0,3,2
2736,0,2,0,1,1,1,0,0,2,2,3
2737,0,2,0,0,1,1,0,1,2,2,3
2738,1,3,1,1,0,0,0,1,0,3,0
2739,1,2,2,1,0,0,0,0,1,1,3
2740,1,4,0,1,1,0,3,1,3,2,0
2741,0,3,1,0,0,1,5,1,0,4,3
2742,1,4,2,1,0,1,2,1,2,3,4
2743,1,5,1,1,1,0,3,1,2,1,2
2744,1,2,0,1,0,0,4,0,3,0,0
2745,1,5,1,1,0,0,5,1,0,1,1
2746,1,2,1,1,1,0,0,0,0,3,4
2747,1,4,2,1,0,1,5,1,3,3,4
2748,1,3,1,1,0,0,0,0,0,3,4
2749,1,5,0,0,0,0,4,1,3,2,3
2750,0,2,0,0,1,1,3,1,2,2,0
2751,1,4,0,1,0,0,3,1,1,0,0
2752,1,4,1,1,0,0,5,0,3,3,0
2753,1,2,1,1,1,0,0,0,0,3,2
2754,1,3,2,1,0,1,0,1,2,1,2
2755,1,2,1,1,0,0,0,1,1,1,0
2756,0,3,1,0,0,0,0,1,0,3,2
2757,0,2,0,1,0,0,3,1,2,2,3
2758,1,5,0,1,1,0,4,1,1,0,0
2759,1,3,0,1,1,0,4,1,1,0,0
2760,1,3,2,0,0,1,0,1,2,1,2
2761,1,2,2,0,0,1,0,1,4,3,2
2762,1,3,2,0,0,0,0,1,1,1,0
2763,1,3,2,1,0,1,3,1,3,3,4
2764,1,2,0,1,0,0,4,0,3,0,0
2765,1,2,0,0,0,0,3,1,1,2,0
2766,1,4,0,1,0,0,3,1,1,0,0
2767,1,3,1,1,0,0,4,1,1,4,0
2768,1,3,2,1,0,1,5,1,0,1,3
2769,1,3,2,1,1,1,0,1,2,1,2
2770,1,2,1,1,0,0,0,0,0,3,2
2771,1,4,2,0,0,1,2,1,3,3,0
2772,1,3,0,1,1,0,3,0,2,2,1
2773,0,2,0,0,1,1,3,1,3,0,1
2774,1,4,2,1,1,1,2,1,2,3,4
2775,1,3,0,0,1,1,2,1,0,4,0
2776,1,2,0,0,1,1,4,1,0,4,1
2777,1,3,0,1,0,1,3,1,2,2,0
2778,1,3,0,1,1,1,1,1,2,4,2
2779,1,2,2,0,1,1,0,1,0,1,0
2780,1,2,1,1,1,1,0,1,1,1,0
2781,0,4,0,0,0,0,4,1,1,2,0
2782,1,4,0,1,1,1,4,0,3,2,0
2783,1,2,1,0,0,0,4,1,1,4,0
2784,0,2,0,1,0,0,2,0,2,2,1
2785,0,3,1,0,1,1,5,1,0,4,3
2786,0,3,1,1,0,0,5,0,1,3,0
2787,1,5,1,0,1,0,5,1,0,1,2
2788,1,3,2,0,0,1,0,1,2,1,2
2789,1,3,2,0,0,0,0,1,1,1,3
2790,0,3,1,1,0,0,0,1,0,3,2
2791,1,5,1,0,0,1,3,1,4,4,4
2792,1,4,0,0,0,0,4,1,3,0,3
2793,1,3,0,0,1,0,2,1,1,0,0
2794,1,5,1,1,1,0,2,0,3,3,3
2795,0,2,1,1,0,1,5,0,0,4,0
2796,0,2,1,1,1,1,5,0,0,4,0
2797,1,4,1,0,0,0,5,1,0,1,2
2798,1,3,1,0,0,0,0,1,0,3,1
2799,1,4,1,0,0,0,0,1,3,4,4
2800,1,5,0,0,0,0,4,1,0,0,0
2801,1,4,0,1,0,0,4,1,3,0,3
2802,1,2,0,1,0,0,5,0,2,4,0
2803,1,4,2,0,0,1,5,1,3,3,1
2804,1,2,2,0,0,1,0,0,2,1,2
2805,1,3,2,0,0,1,0,1,3,1,2
2806,0,4,0,0,0,0,4,1,1,0,0
2807,0,2,0,0,1,0,3,0,2,2,1
2808,0,2,0,1,0,1,2,1,3,0,0
2809,1,3,3,0,0,0,5,1,0,1,1
2810,1,5,1,0,0,0,5,1,0,1,2
2811,1,5,1,0,1,1,5,1,3,3,3
2812,1,2,1,1,1,0,0,0,0,3,4
2813,1,2,2,1,0,1,0,1,2,1,2
2814,1,3,1,0,1,1,0,1,0,3,1
2815,1,2,0,0,1,0,5,1,2,4,4
2816,1,2,0,1,0,0,5,1,4,0,4
2817,1,4,1,1,0,0,5,1,3,3,4
2818,1,4,1,1,1,1,5,1,3,3,4
2819,1,5,0,1,1,0,4,1,0,0,0
2820,0,2,1,0,1,0,5,1,1,3,3
2821,1,5,1,1,1,0,5,1,0,1,2
2822,1,3,2,0,1,1,0,1,2,1,2
2823,1,3,2,1,1,0,0,0,1,1,1
2824,0,2,2,1,1,1,0,1,4,3,2
2825,0,3,0,0,0,1,3,1,0,4,0
2826,0,2,0,1,0,1,3,0,2,2,4
2827,1,4,0,1,0,0,2,1,1,0,0
2828,1,4,0,1,0,0,4,1,1,0,0
2829,1,4,0,0,0,0,3,1,0,0,0
2830,1,2,1,0,1,0,5,0,1,4,0
2831,1,2,1,0,1,0,0,1,0,3,2
2832,1,3,2,1,1,0,0,1,1,1,0
2833,0,2,2,0,1,1,0,1,2,1,2
2834,0,4,0,0,0,0,4,1,1,0,0
2835,1,3,0,1,1,0,2,1,0,0,0
2836,1,3,0,1,1,0,3,0,4,2,1
2837,1,4,1,0,1,1,5,1,3,3,4
2838,1,4,1,0,1,1,1,1,0,3,3
2839,0,3,2,0,0,1,0,1,4,3,2
2840,1,2,0,1,1,0,1,1,3,0,1
2841,1,5,1,0,1,1,5,1,0,1,1
2842,1,2,1,0,0,0,0,1,1,1,0
2843,1,3,2,1,0,0,0,1,1,1,4
2844,0,2,0,0,1,0,4,0,1,2,0
2845,1,5,2,0,0,1,2,1,3,3,2
2846,1,3,2,0,0,1,0,1,4,3,2
2847,1,3,2,0,1,1,0,1,2,1,2
2848,1,2,1,1,1,0,0,1,0,3,2
2849,1,3,2,0,1,0,0,1,1,1,3
2850,0,3,0,0,1,1,3,1,0,4,1
2851,1,5,1,1,1,1,3,1,3,3,2
2852,1,4,1,0,0,0,1,1,3,4,3
2853,1,5,1,0,0,0,5,1,1,1,4
2854,1,4,0,0,0,0,2,1,3,2,0
2855,0,2,1,1,0,0,5,0,1,3,0
2856,1,2,1,1,1,0,0,1,0,3,2
2857,1,3,2,0,0,1,0,1,2,1,2
2858,0,3,1,1,1,0,0,0,0,3,2
2859,1,2,0,1,0,0,2,0,4,2,1
2860,1,2,0,1,0,0,5,1,2,4,4
2861,1,4,1,0,1,0,1,0,3,4,0
2862,1,4,1,1,0,1,5,1,3,3,4
2863,1,4,1,1,0,1,5,0,3,3,1
2864,1,3,0,1,1,1,3,1,3,0,1
2865,1,4,1,0,1,1,5,1,0,1,2
2866,1,5,1,0,1,0,5,1,0,1,4
2867,1,2,1,0,0,0,0,0,0,3,2
2868,1,4,0,1,1,1,4,1,2,2,0
2869,1,2,1,0,0,0,5,1,3,3,4
2870,0,3,1,0,0,0,5,1,1,3,3
2871,0,2,1,0,1,0,5,1,1,3,3
2872,1,3,2,0,0,1,0,0,4,3,2
2873,1,3,1,0,0,1,0,1,0,3,1
2874,1,4,1,0,1,0,0,1,3,4,4
2875,1,5,1,0,0,1,3,1,3,3,2
2876,1,3,0,1,1,1,2,1,3,0,1
2877,1,4,1,1,0,1,1,1,0,3,3
2878,0,2,1,1,1,1,5,0,0,4,0
2879,0,3,1,0,1,0,5,1,1,3,3
2880,1,4,2,0,0,1,3,1,3,3,4
2881,1,5,1,0,1,1,3,1,2,1,4
2882,1,2,0,1,0,0,3,0,2,2,3
2883,1,2,2,1,1,1,0,1,2,1,2
2884,1,2,1,1,1,0,0,0,0,3,2
2885,1,4,1,1,1,1,3,1,2,3,2
2886,1,4,2,1,0,1,2,1,2,3,4
2887,1,2,0,0,0,0,5,1,2,4,4
2888,0,3,0,1,1,0,5,0,0,3,3
2889,1,5,1,0,1,0,5,1,0,1,2
2890,1,3,1,0,1,1,1,0,1,4,0
2891,1,3,2,1,0,0,0,0,1,1,1
2892,1,2,0,1,0,0,4,0,4,2,0
2893,1,2,1,0,0,0,5,1,3,3,4
2894,1,3,1,1,0,0,5,1,1,3,3
2895,1,5,1,1,0,1,5,1,0,1,2
2896,1,2,1,0,0,0,0,1,0,3,2
2897,1,3,1,1,0,1,0,1,1,1,0
2898,1,3,1,0,0,0,0,1,0,3,0
2899,0,3,1,1,0,0,0,0,0,3,2
2900,0,5,0,0,1,0,4,1,0,0,0
2901,1,4,1,0,1,1,5,1,3,3,0
2902,1,4,0,0,1,0,4,1,3,2,0
2903,1,2,1,1,1,0,0,1,0,3,2
2904,1,2,2,1,1,0,0,0,1,1,0
2905,1,3,2,1,0,0,0,0,1,1,0
2906,1,3,1,1,0,0,0,0,0,3,0
2907,1,4,0,0,0,0,4,1,0,4,0
2908,1,5,0,0,0,0,4,1,0,0,0
2909,1,5,2,0,0,1,2,1,0,1,4
2910,0,3,1,1,0,0,5,1,1,3,3
2911,0,2,1,0,1,0,5,1,1,3,3
2912,1,3,0,0,1,0,1,1,1,4,1
2913,1,2,1,1,1,0,0,0,0,3,2
2914,0,3,0,0,0,1,2,1,0,4,0
2915,0,4,0,0,1,0,4,1,1,0,0
2916,1,4,1,0,1,0,0,1,3,4,4
2917,1,4,2,0,0,1,5,1,0,1,3
2918,0,3,1,1,1,1,5,0,0,4,0
2919,1,5,1,0,1,0,5,1,0,1,1
2920,0,3,1,0,0,0,5,1,1,3,3
2921,1,3,0,1,1,0,1,1,1,4,1
2922,1,3,0,1,0,0,3,0,2,2,3
2923,1,3,0,1,1,0,4,1,0,0,0
2924,1,4,1,1,0,1,2,1,2,3,2
2925,1,5,0,1,0,0,3,1,3,2,1
2926,0,4,1,0,0,0,1,0,4,4,1
2927,1,3,2,0,1,1,0,0,4,3,2
2928,0,4,0,1,1,1,4,0,3,2,0
2929,1,3,0,0,0,0,4,1,0,4,0
2930,1,5,0,1,1,0,4,1,1,0,0
2931,1,2,0,1,0,0,1,0,2,4,1
2932,1,5,0,0,0,0,4,1,1,0,0
2933,1,5,0,0,0,0,2,1,3,2,1
2934,1,3,2,0,1,1,0,1,4,3,2
2935,1,2,1,0,0,0,0,1,0,3,2
2936,1,2,1,1,1,0,0,1,0,3,2
2937,1,4,1,0,0,0,0,1,3,4,4
2938,0,2,0,1,1,0,4,1,3,2,3
2939,1,4,2,0,0,1,5,1,0,1,0
2940,1,5,2,1,1,1,5,0,1,1,0
2941,1,5,1,0,0,1,5,1,0,1,3
2942,1,3,0,0,1,1,1,0,0,4,0
2943,0,2,3,0,1,1,0,1,0,1,0
2944,0,5,0,0,1,0,0,1,2,4,4
2945,1,4,1,0,0,0,0,1,3,4,4
2946,1,4,0,1,0,0,4,1,1,0,0
2947,1,4,1,0,0,1,5,1,3,3,2
2948,1,5,1,0,1,1,5,1,3,3,2
2949,1,4,1,1,1,0,0,0,3,4,1
2950,0,2,1,1,0,0,0,1,1,1,0
2951,0,3,2,0,0,0,0,1,1,1,0
2952,0,3,1,1,0,1,0,0,0,3,0
2953,0,5,0,0,1,1,0,1,4,0,4
2954,1,3,0,1,0,1,2,0,3,2,1
2955,0,5,0,0,1,0,5,1,2,3,2
2956,1,4,0,0,1,0,0,1,2,4,4
2957,1,4,1,1,0,1,0,0,0,3,0
2958,1,4,1,0,1,0,0,1,3,4,0
2959,1,4,1,1,0,0,0,1,0,3,3
2960,0,5,0,0,1,1,0,1,4,0,4
2961,1,2,0,1,0,0,5,0,3,4,1
2962,1,5,1,0,1,1,3,1,2,3,2
2963,0,4,0,0,1,0,4,1,1,0,0
2964,1,5,0,0,0,0,4,1,0,0,0
2965,1,3,0,0,1,0,4,1,0,0,0
2966,1,3,0,0,1,0,3,1,1,0,0
2967,1,4,0,0,0,0,5,0,3,3,4
2968,1,4,2,0,1,1,2,1,2,3,4
2969,0,3,1,1,1,1,5,0,0,4,0
2970,1,5,0,0,0,0,0,0,3,0,1
2971,0,3,0,0,0,0,3,1,0,0,1
2972,0,3,0,1,0,0,5,0,0,3,0
2973,0,3,1,0,0,1,5,1,0,4,3
2974,1,2,1,1,0,0,0,1,0,3,2
2975,1,4,1,0,1,0,0,1,3,4,4
2976,0,3,2,0,0,1,0,1,4,3,2
2977,1,3,2,1,1,1,0,1,4,1,0
2978,1,3,1,1,1,0,0,1,3,4,4
2979,1,4,1,0,1,0,0,0,2,4,1
2980,1,5,1,0,0,1,5,0,3,3,3
2981,1,5,1,1,1,1,5,1,3,3,2
2982,1,4,1,1,0,0,0,1,0,3,4
2983,0,3,1,1,0,1,0,0,0,3,0
2984,1,4,1,0,0,1,0,1,3,4,0
2985,0,2,0,0,0,0,4,0,0,0,0
2986,1,3,0,0,0,1,2,1,0,4,0
2987,1,2,0,1,1,0,5,0,3,4,1
2988,1,3,1,0,0,0,1,1,3,4,3
2989,1,5,0,0,1,0,0,1,0,1,0
2990,1,4,1,1,1,0,0,0,2,4,1
2991,0,4,1,1,0,0,0,1,2,4,4
2992,0,4,0,1,1,0,3,0,3,2,0
2993,1,3,0,0,1,1,3,0,3,0,0
2994,1,4,3,0,1,1,4,1,4,3,2
2995,1,4,0,0,1,0,4,1,3,2,0
2996,1,4,2,0,0,1,5,1,0,1,0
2997,1,5,0,0,0,0,0,0,2,4,1
2998,0,5,0,1,0,0,0,1,3,0,4
2999,1,2,0,1,1,1,2,1,3,0,1
3000,1,2,0,1,0,1,3,1,3,0,0
3001,0,5,1,1,0,0,1,1,1,1,4
3002,1,4,1,0,0,0,0,1,3,4,4
3003,1,3,1,0,1,0,0,1,0,3,4
3004,1,4,1,1,0,0,0,1,3,4,4
3005,0,2,2,0,1,0,0,1,1,1,4
3006,0,3,0,1,1,1,4,0,3,2,0
3007,1,3,0,1,0,1,3,1,4,2,0
3008,1,4,2,0,1,1,2,0,2,3,4
3009,1,2,0,0,1,0,4,0,3,2,1
3010,1,3,2,0,0,0,0,1,0,1,0
3011,1,5,0,0,0,0,0,1,3,4,4
3012,1,3,1,0,1,0,0,0,2,4,1
3013,1,5,1,1,1,1,5,1,3,3,2
3014,1,5,3,1,0,1,4,0,1,1,0
3015,1,3,1,0,1,1,0,1,3,4,4
3016,1,5,0,1,1,0,0,1,0,1,4
3017,1,3,2,0,0,1,0,1,4,1,0
3018,0,4,0,0,1,0,4,1,0,0,0
3019,1,3,0,1,1,1,2,1,4,2,0
3020,1,2,0,0,0,0,5,1,2,4,4
3021,0,3,1,0,0,0,5,1,1,3,3
3022,1,5,1,1,1,0,0,1,1,1,4
3023,1,5,0,0,1,0,0,1,2,4,4
3024,1,4,1,1,0,0,0,1,2,3,4
3025,1,3,1,1,1,1,5,1,3,3,3
3026,1,3,1,1,1,0,0,0,0,3,0
3027,0,5,0,0,1,0,0,0,3,0,1
3028,0,4,0,0,1,0,0,0,0,1,1
3029,0,4,1,1,1,0,0,0,3,4,1
3030,1,4,1,0,1,0,0,1,3,4,4
3031,1,3,0,0,1,1,2,1,0,4,0
3032,1,3,2,0,0,1,2,1,3,3,4
3033,1,5,0,0,0,0,0,0,3,0,1
3034,1,5,0,0,0,0,0,1,2,4,4
3035,1,3,1,1,0,0,0,1,3,4,4
3036,0,2,3,0,1,1,0,1,0,1,0
3037,1,3,0,0,0,0,4,1,0,0,0
3038,0,2,0,0,0,0,4,1,1,0,0
3039,1,4,1,1,0,1,5,1,2,3,4
3040,1,5,0,0,1,0,0,1,0,1,0
3041,1,4,1,1,1,0,0,0,2,4,1
3042,1,2,1,0,0,0,0,1,0,3,2
3043,0,4,0,1,0,0,3,0,3,2,0
3044,0,3,0,1,0,1,4,1,2,2,0
3045,1,4,1,1,0,0,5,1,4,4,4
3046,1,4,0,1,0,0,4,1,1,0,0
3047,1,5,2,1,0,1,2,1,3,3,2
3048,0,4,1,1,1,1,5,0,0,1,3
3049,1,5,1,0,0,1,5,1,3,3,2
3050,1,5,1,0,1,1,5,1,3,3,2
3051,1,4,1,0,0,0,0,1,3,4,0
3052,1,3,0,1,0,1,2,1,3,0,1
3053,1,3,0,1,1,1,3,1,4,2,0
3054,1,3,0,0,1,1,2,0,3,2,0
3055,0,3,1,1,1,0,5,0,1,3,0
3056,1,5,1,0,0,1,5,1,3,3,3
3057,1,4,1,0,0,1,5,0,3,3,3
3058,0,3,1,0,0,1,5,1,0,4,3
3059,0,2,1,1,1,0,5,0,1,3,0
3060,0,5,1,1,1,0,5,1,0,1,2
3061,1,5,1,0,0,1,5,1,3,3,3
3062,0,2,1,0,0,0,0,0,1,1,0
3063,0,3,1,0,1,1,0,1,1,1,0
3064,0,5,0,0,1,0,0,0,3,0,4
3065,1,4,0,1,1,0,4,1,3,2,0
3066,0,2,0,0,1,0,3,1,1,0,0
3067,0,3,1,1,0,0,5,1,1,3,3
3068,0,4,1,1,0,0,1,1,3,3,4
3069,1,4,1,1,1,0,0,0,2,4,1
3070,1,5,1,0,1,1,5,1,3,3,2
3071,1,3,1,0,1,0,0,1,0,3,3
3072,0,2,2,0,1,1,0,1,4,3,2
3073,0,3,2,1,0,0,0,1,1,1,0
3074,0,3,1,0,1,1,0,1,0,3,0
3075,0,5,0,1,0,0,0,1,3,0,4
3076,1,5,0,1,1,0,0,0,0,1,0
3077,1,3,0,1,0,1,4,1,2,2,0
3078,1,3,0,1,0,0,3,0,4,2,1
3079,1,3,0,0,1,0,3,1,0,0,0
3080,1,2,1,0,1,1,1,1,0,4,3
3081,1,5,1,1,1,0,5,1,1,1,4
3082,1,4,1,0,0,0,1,1,3,4,0
3083,1,4,0,0,1,0,4,1,0,0,0
3084,1,2,0,1,1,0,4,0,3,2,3
3085,0,3,2,0,0,1,0,1,4,3,2
3086,1,5,1,1,0,1,2,1,3,3,2
3087,0,3,0,1,1,1,3,1,2,2,0
3088,1,4,0,0,0,0,4,1,1,0,0
3089,1,5,1,0,0,0,5,1,1,1,1
3090,0,5,0,0,1,0,5,1,4,4,2
3091,1,5,0,0,0,0,0,1,0,1,4
3092,1,2,2,1,1,1,0,0,3,1,2
3093,0,3,1,1,0,0,0,0,0,3,0
3094,0,3,1,1,0,0,0,0,0,3,0
3095,0,4,0,0,1,0,0,0,3,4,1
3096,1,4,0,1,1,1,4,0,3,2,1
3097,1,3,0,0,1,0,2,1,0,0,0
3098,1,3,0,1,1,1,2,1,3,0,0
3099,1,3,1,0,0,0,1,1,3,4,4
3100,1,3,1,0,1,0,1,1,0,3,3
3101,0,3,1,1,0,1,5,1,0,4,3
3102,1,5,1,0,0,1,5,1,2,3,3
3103,1,4,1,0,1,1,3,0,2,3,3
3104,1,3,0,1,1,1,4,0,3,2,0
3105,1,3,0,1,1,1,3,0,3,2,0
3106,0,3,1,0,0,0,0,1,0,3,1
3107,0,5,0,0,0,0,0,0,3,0,4
3108,0,4,1,0,1,0,0,0,2,4,1
3109,0,4,1,1,1,0,0,0,2,4,1
3110,1,3,0,1,0,1,3,1,3,0,1
3111,1,2,0,0,0,0,4,1,1,0,0
3112,1,2,0,1,1,0,1,0,2,4,0
3113,1,3,0,0,1,1,1,1,0,4,3
3114,1,4,1,0,0,0,0,0,0,1,3
3115,0,4,1,0,0,0,1,0,2,3,1
3116,0,3,1,1,0,1,0,1,0,3,2
3117,0,5,0,0,0,0,0,0,3,4,1
3118,0,4,1,1,1,0,0,0,2,4,1
3119,0,2,0,1,1,0,3,0,3,0,3
3120,1,3,1,0,0,0,1,1,3,4,3
3121,1,4,2,0,1,1,2,1,2,3,4
3122,0,3,1,1,0,0,5,0,1,3,0
3123,1,3,1,1,0,0,0,0,0,3,2
3124,0,3,2,1,1,0,0,1,1,1,0
3125,0,3,1,1,0,0,0,0,0,3,3
3126,1,5,1,0,0,1,3,1,2,1,4
3127,0,2,0,1,1,0,4,1,1,0,0
3128,1,3,0,1,1,1,3,1,4,2,0
3129,1,4,2,1,0,1,5,1,3,3,4
3130,0,5,0,0,0,0,5,0,2,3,3
3131,1,5,0,0,0,0,0,0,2,4,1
3132,1,2,1,1,0,0,0,1,0,3,2
3133,0,4,1,1,1,0,0,0,2,3,4
3134,1,5,0,0,1,0,0,1,0,1,4
3135,1,3,1,1,1,0,1,0,3,4,3
3136,1,4,0,1,1,0,1,0,3,3,1
3137,1,4,1,0,0,0,0,1,3,4,0
3138,1,5,0,1,0,0,4,1,0,0,0
3139,1,2,0,0,1,0,4,1,0,0,0
3140,1,3,0,0,1,1,2,1,0,4,0
3141,1,2,0,1,0,0,5,0,3,4,1
3142,1,3,1,1,1,0,0,1,2,4,4
3143,1,5,0,0,1,0,0,1,0,1,4
3144,1,4,2,0,0,1,2,1,3,3,4
3145,1,3,1,1,0,0,0,0,0,3,0
3146,1,3,1,1,1,0,0,1,0,3,4
3147,0,3,1,1,0,1,0,1,1,1,0
3148,0,3,1,0,0,1,0,1,0,3,4
3149,1,4,0,1,0,0,0,0,0,1,4
3150,1,5,1,1,1,1,3,1,2,3,2
3151,0,3,0,1,1,0,3,1,0,0,0
3152,1,3,0,0,0,0,3,1,0,0,0
3153,1,3,0,1,0,1,3,1,2,2,0
3154,1,2,0,0,1,0,5,0,3,4,1
3155,1,3,1,1,0,1,5,1,2,3,4
3156,1,4,1,0,0,1,5,1,2,3,1
3157,0,5,0,1,1,0,5,0,2,3,3
3158,0,3,2,0,0,1,0,1,4,3,2
3159,1,4,1,1,0,0,0,1,2,4,4
3160,1,2,1,1,0,0,0,1,0,3,4
3161,1,5,0,0,1,0,0,0,0,1,0
3162,1,4,0,1,0,0,4,1,0,0,0
3163,1,3,0,1,0,1,2,1,2,2,0
3164,1,2,0,0,0,0,5,1,2,4,4
3165,1,4,1,0,0,1,5,1,3,3,2
3166,1,5,0,0,1,0,0,0,0,1,0
3167,1,5,2,0,1,1,4,1,3,3,2
3168,1,5,2,1,0,1,5,1,1,1,4
3169,1,5,2,0,1,1,2,1,3,1,2
3170,1,4,3,0,1,1,5,1,3,3,3
3171,1,2,0,0,1,0,0,0,0,0,0
3172,1,2,0,0,1,0,0,0,3,2,0
3173,0,4,2,0,0,1,2,1,2,3,4
3174,0,2,1,0,1,0,5,1,3,4,4
3175,1,2,0,1,1,0,0,0,0,0,0
3176,1,2,0,1,1,0,0,0,0,0,0
3177,1,2,0,1,1,0,2,1,0,0,1
3178,1,2,0,1,1,0,4,0,0,0,1
3179,0,5,1,1,0,1,5,0,3,3,3
3180,0,5,1,0,0,1,1,0,2,3,3
3181,1,2,0,1,0,1,0,0,2,2,1
3182,1,3,1,0,0,0,0,1,0,3,2
3183,1,5,1,0,0,0,5,1,0,1,4
3184,1,3,0,0,0,0,2,1,0,4,0
3185,1,3,1,1,1,0,5,0,3,4,4
3186,1,3,1,1,0,0,5,1,1,4,1
3187,1,3,0,0,0,1,2,1,0,4,0
3188,1,3,2,1,1,1,0,1,2,1,2
3189,1,3,2,1,0,1,0,0,4,3,2
3190,1,3,0,0,0,0,4,1,0,0,0
3191,1,3,0,1,0,1,3,0,0,0,0
3192,1,4,0,0,0,0,2,1,0,4,0
3193,1,3,0,1,0,0,3,1,4,2,1
3194,1,4,2,0,0,1,5,1,0,1,0
3195,1,2,0,1,0,0,0,0,0,0,0
3196,1,4,2,1,0,0,0,0,1,1,0
3197,0,4,1,1,0,0,0,0,2,3,4
3198,1,2,2,1,0,1,0,1,3,1,2
3199,1,5,1,0,0,0,5,1,0,1,2
3200,1,2,1,1,0,0,5,0,0,1,1
3201,1,5,2,0,1,1,2,1,4,3,2
3202,0,3,1,1,1,1,5,1,0,1,1
3203,1,2,0,1,0,0,0,0,0,0,0
3204,1,4,3,0,1,1,4,1,2,3,4
3205,0,4,1,0,1,0,1,1,3,4,3
3206,0,5,1,0,1,1,5,0,2,3,3
3207,1,2,0,0,1,0,0,1,3,2,3
3208,1,4,1,0,1,0,0,1,2,3,4
3209,1,3,2,0,1,1,0,1,2,1,2
3210,0,4,2,1,1,1,0,1,1,1,3
3211,0,4,2,1,0,1,2,1,2,3,4
3212,1,3,0,1,0,1,3,1,3,0,0
3213,1,3,2,0,1,1,0,1,2,1,2
3214,1,5,1,0,0,0,5,1,1,1,4
3215,0,5,3,0,1,1,4,0,1,1,4
3216,0,3,0,0,1,0,2,1,1,2,0
3217,1,3,0,1,0,0,2,0,2,2,3
3218,1,4,3,0,0,1,4,0,3,3,4
3219,0,5,1,1,0,1,5,0,0,1,3
3220,1,2,0,1,1,0,0,0,2,2,0
3221,1,2,1,0,1,0,0,0,0,3,2
3222,0,2,0,1,0,0,2,0,3,0,3
3223,1,4,0,0,0,0,2,1,0,4,0
3224,1,4,3,0,1,1,4,0,3,3,4
